Fecha;Medida;Territorio;Valor;
05/02/2021;Confirmados PDIA;Almería;39356;
05/02/2021;Confirmados PDIA;Cádiz;60974;
05/02/2021;Confirmados PDIA;Córdoba;40258;
05/02/2021;Confirmados PDIA;Granada;64026;
05/02/2021;Confirmados PDIA;Huelva;22701;
05/02/2021;Confirmados PDIA;Jaén;37726;
05/02/2021;Confirmados PDIA;Málaga;74144;
05/02/2021;Confirmados PDIA;Sevilla;90399;
05/02/2021;Aumento;Andalucía;5150;
05/02/2021;Aumento;Almería;497;
05/02/2021;Aumento;Cádiz;889;
05/02/2021;Aumento;Córdoba;395;
05/02/2021;Aumento;Granada;518;
05/02/2021;Aumento;Huelva;299;
05/02/2021;Aumento;Jaén;305;
05/02/2021;Aumento;Málaga;1038;
05/02/2021;Aumento;Sevilla;1209;
05/02/2021;Confirmados PDIA 14 días;Andalucía;71925;
05/02/2021;Confirmados PDIA 14 días;Almería;7753;
05/02/2021;Confirmados PDIA 14 días;Cádiz;12295;
05/02/2021;Confirmados PDIA 14 días;Córdoba;5968;
05/02/2021;Confirmados PDIA 14 días;Granada;7375;
05/02/2021;Confirmados PDIA 14 días;Huelva;5008;
05/02/2021;Confirmados PDIA 14 días;Jaén;4400;
05/02/2021;Confirmados PDIA 14 días;Málaga;14964;
05/02/2021;Confirmados PDIA 14 días;Sevilla;14162;
05/02/2021;Confirmados PDIA 7 días;Andalucía;27424;
05/02/2021;Confirmados PDIA 7 días;Almería;3280;
05/02/2021;Confirmados PDIA 7 días;Cádiz;4736;
05/02/2021;Confirmados PDIA 7 días;Córdoba;2187;
05/02/2021;Confirmados PDIA 7 días;Granada;2703;
05/02/2021;Confirmados PDIA 7 días;Huelva;1913;
05/02/2021;Confirmados PDIA 7 días;Jaén;1680;
05/02/2021;Confirmados PDIA 7 días;Málaga;5539;
05/02/2021;Confirmados PDIA 7 días;Sevilla;5386;
05/02/2021;Total confirmados ;Andalucía;435213;
05/02/2021;Total confirmados ;Almería;39673;
05/02/2021;Total confirmados ;Cádiz;61352;
05/02/2021;Total confirmados ;Córdoba;40720;
05/02/2021;Total confirmados ;Granada;64860;
05/02/2021;Total confirmados ;Huelva;22929;
05/02/2021;Total confirmados ;Jaén;38325;
05/02/2021;Total confirmados ;Málaga;76054;
05/02/2021;Total confirmados ;Sevilla;91300;
05/02/2021;Hospitalizados;Andalucía;31267;
05/02/2021;Hospitalizados;Almería;2346;
05/02/2021;Hospitalizados;Cádiz;3097;
05/02/2021;Hospitalizados;Córdoba;3205;
05/02/2021;Hospitalizados;Granada;5139;
05/02/2021;Hospitalizados;Huelva;1252;
05/02/2021;Hospitalizados;Jaén;3432;
05/02/2021;Hospitalizados;Málaga;6016;
05/02/2021;Hospitalizados;Sevilla;6780;
05/02/2021;Total UCI;Andalucía;3118;
05/02/2021;Total UCI;Almería;336;
05/02/2021;Total UCI;Cádiz;382;
05/02/2021;Total UCI;Córdoba;371;
05/02/2021;Total UCI;Granada;564;
05/02/2021;Total UCI;Huelva;60;
05/02/2021;Total UCI;Jaén;293;
05/02/2021;Total UCI;Málaga;444;
05/02/2021;Total UCI;Sevilla;668;
05/02/2021;Fallecidos;Andalucía;6805;
05/02/2021;Fallecidos;Almería;490;
05/02/2021;Fallecidos;Cádiz;927;
05/02/2021;Fallecidos;Córdoba;708;
05/02/2021;Fallecidos;Granada;1278;
05/02/2021;Fallecidos;Huelva;197;
05/02/2021;Fallecidos;Jaén;755;
05/02/2021;Fallecidos;Málaga;1081;
05/02/2021;Fallecidos;Sevilla;1369;
05/02/2021;Curados;Andalucía;270122;
05/02/2021;Curados;Almería;24035;
05/02/2021;Curados;Cádiz;32702;
05/02/2021;Curados;Córdoba;25831;
05/02/2021;Curados;Granada;46061;
05/02/2021;Curados;Huelva;11906;
05/02/2021;Curados;Jaén;26918;
05/02/2021;Curados;Málaga;42565;
05/02/2021;Curados;Sevilla;60104;
04/02/2021;Confirmados PDIA;Andalucía;424434;
04/02/2021;Confirmados PDIA;Almería;38859;
04/02/2021;Confirmados PDIA;Cádiz;60085;
04/02/2021;Confirmados PDIA;Córdoba;39863;
04/02/2021;Confirmados PDIA;Granada;63508;
04/02/2021;Confirmados PDIA;Huelva;22402;
04/02/2021;Confirmados PDIA;Jaén;37421;
04/02/2021;Confirmados PDIA;Málaga;73106;
04/02/2021;Confirmados PDIA;Sevilla;89190;
04/02/2021;Aumento;Andalucía;6733;
04/02/2021;Aumento;Almería;501;
04/02/2021;Aumento;Cádiz;2132;
04/02/2021;Aumento;Córdoba;366;
04/02/2021;Aumento;Granada;584;
04/02/2021;Aumento;Huelva;407;
04/02/2021;Aumento;Jaén;333;
04/02/2021;Aumento;Málaga;1094;
04/02/2021;Aumento;Sevilla;1316;
04/02/2021;Confirmados PDIA 14 días;Andalucía;74730;
04/02/2021;Confirmados PDIA 14 días;Almería;8240;
04/02/2021;Confirmados PDIA 14 días;Cádiz;12732;
04/02/2021;Confirmados PDIA 14 días;Córdoba;6252;
04/02/2021;Confirmados PDIA 14 días;Granada;7655;
04/02/2021;Confirmados PDIA 14 días;Huelva;5260;
04/02/2021;Confirmados PDIA 14 días;Jaén;4576;
04/02/2021;Confirmados PDIA 14 días;Málaga;15649;
04/02/2021;Confirmados PDIA 14 días;Sevilla;14366;
04/02/2021;Confirmados PDIA 7 días;Andalucía;29471;
04/02/2021;Confirmados PDIA 7 días;Almería;3414;
04/02/2021;Confirmados PDIA 7 días;Cádiz;4986;
04/02/2021;Confirmados PDIA 7 días;Córdoba;2360;
04/02/2021;Confirmados PDIA 7 días;Granada;2931;
04/02/2021;Confirmados PDIA 7 días;Huelva;2088;
04/02/2021;Confirmados PDIA 7 días;Jaén;1914;
04/02/2021;Confirmados PDIA 7 días;Málaga;5996;
04/02/2021;Confirmados PDIA 7 días;Sevilla;5782;
04/02/2021;Total confirmados ;Andalucía;430058;
04/02/2021;Total confirmados ;Almería;39176;
04/02/2021;Total confirmados ;Cádiz;60462;
04/02/2021;Total confirmados ;Córdoba;40325;
04/02/2021;Total confirmados ;Granada;64341;
04/02/2021;Total confirmados ;Huelva;22630;
04/02/2021;Total confirmados ;Jaén;38020;
04/02/2021;Total confirmados ;Málaga;75016;
04/02/2021;Total confirmados ;Sevilla;90088;
04/02/2021;Hospitalizados;Andalucía;30863;
04/02/2021;Hospitalizados;Almería;2327;
04/02/2021;Hospitalizados;Cádiz;3059;
04/02/2021;Hospitalizados;Córdoba;3168;
04/02/2021;Hospitalizados;Granada;5075;
04/02/2021;Hospitalizados;Huelva;1188;
04/02/2021;Hospitalizados;Jaén;3402;
04/02/2021;Hospitalizados;Málaga;5925;
04/02/2021;Hospitalizados;Sevilla;6719;
04/02/2021;Total UCI;Andalucía;3072;
04/02/2021;Total UCI;Almería;336;
04/02/2021;Total UCI;Cádiz;381;
04/02/2021;Total UCI;Córdoba;360;
04/02/2021;Total UCI;Granada;557;
04/02/2021;Total UCI;Huelva;60;
04/02/2021;Total UCI;Jaén;292;
04/02/2021;Total UCI;Málaga;431;
04/02/2021;Total UCI;Sevilla;655;
04/02/2021;Fallecidos;Andalucía;6700;
04/02/2021;Fallecidos;Almería;483;
04/02/2021;Fallecidos;Cádiz;906;
04/02/2021;Fallecidos;Córdoba;680;
04/02/2021;Fallecidos;Granada;1267;
04/02/2021;Fallecidos;Huelva;189;
04/02/2021;Fallecidos;Jaén;746;
04/02/2021;Fallecidos;Málaga;1069;
04/02/2021;Fallecidos;Sevilla;1360;
04/02/2021;Curados;Andalucía;267684;
04/02/2021;Curados;Almería;23676;
04/02/2021;Curados;Cádiz;32175;
04/02/2021;Curados;Córdoba;25684;
04/02/2021;Curados;Granada;45860;
04/02/2021;Curados;Huelva;11853;
04/02/2021;Curados;Jaén;26808;
04/02/2021;Curados;Málaga;41969;
04/02/2021;Curados;Sevilla;59659;
03/02/2021;Confirmados PDIA;Andalucía;417701;
03/02/2021;Confirmados PDIA;Almería;38358;
03/02/2021;Confirmados PDIA;Cádiz;57953;
03/02/2021;Confirmados PDIA;Córdoba;39497;
03/02/2021;Confirmados PDIA;Granada;62924;
03/02/2021;Confirmados PDIA;Huelva;21995;
03/02/2021;Confirmados PDIA;Jaén;37088;
03/02/2021;Confirmados PDIA;Málaga;72012;
03/02/2021;Confirmados PDIA;Sevilla;87874;
03/02/2021;Aumento;Andalucía;4999;
03/02/2021;Aumento;Almería;609;
03/02/2021;Aumento;Cádiz;614;
03/02/2021;Aumento;Córdoba;362;
03/02/2021;Aumento;Granada;597;
03/02/2021;Aumento;Huelva;370;
03/02/2021;Aumento;Jaén;325;
03/02/2021;Aumento;Málaga;1156;
03/02/2021;Aumento;Sevilla;966;
03/02/2021;Confirmados PDIA 14 días;Andalucía;75695;
03/02/2021;Confirmados PDIA 14 días;Almería;8491;
03/02/2021;Confirmados PDIA 14 días;Cádiz;11921;
03/02/2021;Confirmados PDIA 14 días;Córdoba;6506;
03/02/2021;Confirmados PDIA 14 días;Granada;7967;
03/02/2021;Confirmados PDIA 14 días;Huelva;5432;
03/02/2021;Confirmados PDIA 14 días;Jaén;4684;
03/02/2021;Confirmados PDIA 14 días;Málaga;16201;
03/02/2021;Confirmados PDIA 14 días;Sevilla;14493;
03/02/2021;Confirmados PDIA 7 días;Andalucía;30670;
03/02/2021;Confirmados PDIA 7 días;Almería;3623;
03/02/2021;Confirmados PDIA 7 días;Cádiz;4575;
03/02/2021;Confirmados PDIA 7 días;Córdoba;2544;
03/02/2021;Confirmados PDIA 7 días;Granada;3191;
03/02/2021;Confirmados PDIA 7 días;Huelva;2173;
03/02/2021;Confirmados PDIA 7 días;Jaén;2005;
03/02/2021;Confirmados PDIA 7 días;Málaga;6565;
03/02/2021;Confirmados PDIA 7 días;Sevilla;5994;
03/02/2021;Total confirmados ;Andalucía;423318;
03/02/2021;Total confirmados ;Almería;38675;
03/02/2021;Total confirmados ;Cádiz;58330;
03/02/2021;Total confirmados ;Córdoba;39957;
03/02/2021;Total confirmados ;Granada;63757;
03/02/2021;Total confirmados ;Huelva;22222;
03/02/2021;Total confirmados ;Jaén;37687;
03/02/2021;Total confirmados ;Málaga;73919;
03/02/2021;Total confirmados ;Sevilla;88771;
03/02/2021;Hospitalizados;Andalucía;30524;
03/02/2021;Hospitalizados;Almería;2280;
03/02/2021;Hospitalizados;Cádiz;3025;
03/02/2021;Hospitalizados;Córdoba;3147;
03/02/2021;Hospitalizados;Granada;5027;
03/02/2021;Hospitalizados;Huelva;1168;
03/02/2021;Hospitalizados;Jaén;3371;
03/02/2021;Hospitalizados;Málaga;5845;
03/02/2021;Hospitalizados;Sevilla;6661;
03/02/2021;Total UCI;Andalucía;3035;
03/02/2021;Total UCI;Almería;331;
03/02/2021;Total UCI;Cádiz;379;
03/02/2021;Total UCI;Córdoba;353;
03/02/2021;Total UCI;Granada;538;
03/02/2021;Total UCI;Huelva;60;
03/02/2021;Total UCI;Jaén;291;
03/02/2021;Total UCI;Málaga;429;
03/02/2021;Total UCI;Sevilla;654;
03/02/2021;Fallecidos;Andalucía;6630;
03/02/2021;Fallecidos;Almería;474;
03/02/2021;Fallecidos;Cádiz;895;
03/02/2021;Fallecidos;Córdoba;676;
03/02/2021;Fallecidos;Granada;1253;
03/02/2021;Fallecidos;Huelva;189;
03/02/2021;Fallecidos;Jaén;742;
03/02/2021;Fallecidos;Málaga;1052;
03/02/2021;Fallecidos;Sevilla;1349;
03/02/2021;Curados;Andalucía;265273;
03/02/2021;Curados;Almería;23348;
03/02/2021;Curados;Cádiz;31650;
03/02/2021;Curados;Córdoba;25517;
03/02/2021;Curados;Granada;45713;
03/02/2021;Curados;Huelva;11741;
03/02/2021;Curados;Jaén;26598;
03/02/2021;Curados;Málaga;41414;
03/02/2021;Curados;Sevilla;59292;
02/02/2021;Confirmados PDIA;Andalucía;412702;
02/02/2021;Confirmados PDIA;Almería;37749;
02/02/2021;Confirmados PDIA;Cádiz;57339;
02/02/2021;Confirmados PDIA;Córdoba;39135;
02/02/2021;Confirmados PDIA;Granada;62327;
02/02/2021;Confirmados PDIA;Huelva;21625;
02/02/2021;Confirmados PDIA;Jaén;36763;
02/02/2021;Confirmados PDIA;Málaga;70856;
02/02/2021;Confirmados PDIA;Sevilla;86908;
02/02/2021;Aumento;Andalucía;3795;
02/02/2021;Aumento;Almería;568;
02/02/2021;Aumento;Cádiz;728;
02/02/2021;Aumento;Córdoba;353;
02/02/2021;Aumento;Granada;144;
02/02/2021;Aumento;Huelva;205;
02/02/2021;Aumento;Jaén;180;
02/02/2021;Aumento;Málaga;912;
02/02/2021;Aumento;Sevilla;705;
02/02/2021;Confirmados PDIA 14 días;Andalucía;78223;
02/02/2021;Confirmados PDIA 14 días;Almería;8651;
02/02/2021;Confirmados PDIA 14 días;Cádiz;12542;
02/02/2021;Confirmados PDIA 14 días;Córdoba;6812;
02/02/2021;Confirmados PDIA 14 días;Granada;8249;
02/02/2021;Confirmados PDIA 14 días;Huelva;5567;
02/02/2021;Confirmados PDIA 14 días;Jaén;4968;
02/02/2021;Confirmados PDIA 14 días;Málaga;16691;
02/02/2021;Confirmados PDIA 14 días;Sevilla;14743;
02/02/2021;Confirmados PDIA 7 días;Andalucía;33010;
02/02/2021;Confirmados PDIA 7 días;Almería;3709;
02/02/2021;Confirmados PDIA 7 días;Cádiz;5220;
02/02/2021;Confirmados PDIA 7 días;Córdoba;2769;
02/02/2021;Confirmados PDIA 7 días;Granada;3510;
02/02/2021;Confirmados PDIA 7 días;Huelva;2383;
02/02/2021;Confirmados PDIA 7 días;Jaén;2052;
02/02/2021;Confirmados PDIA 7 días;Málaga;6913;
02/02/2021;Confirmados PDIA 7 días;Sevilla;6454;
02/02/2021;Total confirmados ;Andalucía;418311;
02/02/2021;Total confirmados ;Almería;38067;
02/02/2021;Total confirmados ;Cádiz;57716;
02/02/2021;Total confirmados ;Córdoba;39593;
02/02/2021;Total confirmados ;Granada;63160;
02/02/2021;Total confirmados ;Huelva;21851;
02/02/2021;Total confirmados ;Jaén;37362;
02/02/2021;Total confirmados ;Málaga;72762;
02/02/2021;Total confirmados ;Sevilla;87800;
02/02/2021;Hospitalizados;Andalucía;30102;
02/02/2021;Hospitalizados;Almería;2251;
02/02/2021;Hospitalizados;Cádiz;2987;
02/02/2021;Hospitalizados;Córdoba;3114;
02/02/2021;Hospitalizados;Granada;4964;
02/02/2021;Hospitalizados;Huelva;1154;
02/02/2021;Hospitalizados;Jaén;3304;
02/02/2021;Hospitalizados;Málaga;5739;
02/02/2021;Hospitalizados;Sevilla;6589;
02/02/2021;Total UCI;Andalucía;2921;
02/02/2021;Total UCI;Almería;329;
02/02/2021;Total UCI;Cádiz;342;
02/02/2021;Total UCI;Córdoba;350;
02/02/2021;Total UCI;Granada;514;
02/02/2021;Total UCI;Huelva;60;
02/02/2021;Total UCI;Jaén;280;
02/02/2021;Total UCI;Málaga;420;
02/02/2021;Total UCI;Sevilla;626;
02/02/2021;Fallecidos;Andalucía;6542;
02/02/2021;Fallecidos;Almería;465;
02/02/2021;Fallecidos;Cádiz;874;
02/02/2021;Fallecidos;Córdoba;667;
02/02/2021;Fallecidos;Granada;1241;
02/02/2021;Fallecidos;Huelva;189;
02/02/2021;Fallecidos;Jaén;736;
02/02/2021;Fallecidos;Málaga;1031;
02/02/2021;Fallecidos;Sevilla;1339;
02/02/2021;Curados;Andalucía;263323;
02/02/2021;Curados;Almería;23025;
02/02/2021;Curados;Cádiz;31209;
02/02/2021;Curados;Córdoba;25331;
02/02/2021;Curados;Granada;45456;
02/02/2021;Curados;Huelva;11699;
02/02/2021;Curados;Jaén;26481;
02/02/2021;Curados;Málaga;41157;
02/02/2021;Curados;Sevilla;58965;
01/02/2021;Confirmados PDIA;Andalucía;408906;
01/02/2021;Confirmados PDIA;Almería;37181;
01/02/2021;Confirmados PDIA;Cádiz;56611;
01/02/2021;Confirmados PDIA;Córdoba;38782;
01/02/2021;Confirmados PDIA;Granada;62183;
01/02/2021;Confirmados PDIA;Huelva;21420;
01/02/2021;Confirmados PDIA;Jaén;36583;
01/02/2021;Confirmados PDIA;Málaga;69944;
01/02/2021;Confirmados PDIA;Sevilla;86202;
01/02/2021;Aumento;Andalucía;4286;
01/02/2021;Aumento;Almería;596;
01/02/2021;Aumento;Cádiz;768;
01/02/2021;Aumento;Córdoba;415;
01/02/2021;Aumento;Granada;254;
01/02/2021;Aumento;Huelva;248;
01/02/2021;Aumento;Jaén;248;
01/02/2021;Aumento;Málaga;892;
01/02/2021;Aumento;Sevilla;865;
01/02/2021;Confirmados PDIA 14 días;Andalucía;80597;
01/02/2021;Confirmados PDIA 14 días;Almería;8669;
01/02/2021;Confirmados PDIA 14 días;Cádiz;12776;
01/02/2021;Confirmados PDIA 14 días;Córdoba;7125;
01/02/2021;Confirmados PDIA 14 días;Granada;8856;
01/02/2021;Confirmados PDIA 14 días;Huelva;5785;
01/02/2021;Confirmados PDIA 14 días;Jaén;5200;
01/02/2021;Confirmados PDIA 14 días;Málaga;16981;
01/02/2021;Confirmados PDIA 14 días;Sevilla;15205;
01/02/2021;Confirmados PDIA 7 días;Andalucía;35326;
01/02/2021;Confirmados PDIA 7 días;Almería;3739;
01/02/2021;Confirmados PDIA 7 días;Cádiz;5458;
01/02/2021;Confirmados PDIA 7 días;Córdoba;2949;
01/02/2021;Confirmados PDIA 7 días;Granada;4123;
01/02/2021;Confirmados PDIA 7 días;Huelva;2606;
01/02/2021;Confirmados PDIA 7 días;Jaén;2222;
01/02/2021;Confirmados PDIA 7 días;Málaga;7251;
01/02/2021;Confirmados PDIA 7 días;Sevilla;6978;
01/02/2021;Total confirmados ;Andalucía;414503;
01/02/2021;Total confirmados ;Almería;37498;
01/02/2021;Total confirmados ;Cádiz;56987;
01/02/2021;Total confirmados ;Córdoba;39240;
01/02/2021;Total confirmados ;Granada;63016;
01/02/2021;Total confirmados ;Huelva;21645;
01/02/2021;Total confirmados ;Jaén;37182;
01/02/2021;Total confirmados ;Málaga;71848;
01/02/2021;Total confirmados ;Sevilla;87087;
01/02/2021;Hospitalizados;Andalucía;29662;
01/02/2021;Hospitalizados;Almería;2187;
01/02/2021;Hospitalizados;Cádiz;2936;
01/02/2021;Hospitalizados;Córdoba;3080;
01/02/2021;Hospitalizados;Granada;4903;
01/02/2021;Hospitalizados;Huelva;1135;
01/02/2021;Hospitalizados;Jaén;3250;
01/02/2021;Hospitalizados;Málaga;5659;
01/02/2021;Hospitalizados;Sevilla;6512;
01/02/2021;Total UCI;Andalucía;2884;
01/02/2021;Total UCI;Almería;324;
01/02/2021;Total UCI;Cádiz;340;
01/02/2021;Total UCI;Córdoba;347;
01/02/2021;Total UCI;Granada;502;
01/02/2021;Total UCI;Huelva;60;
01/02/2021;Total UCI;Jaén;274;
01/02/2021;Total UCI;Málaga;417;
01/02/2021;Total UCI;Sevilla;620;
01/02/2021;Fallecidos;Andalucía;6436;
01/02/2021;Fallecidos;Almería;439;
01/02/2021;Fallecidos;Cádiz;860;
01/02/2021;Fallecidos;Córdoba;662;
01/02/2021;Fallecidos;Granada;1228;
01/02/2021;Fallecidos;Huelva;187;
01/02/2021;Fallecidos;Jaén;721;
01/02/2021;Fallecidos;Málaga;1013;
01/02/2021;Fallecidos;Sevilla;1326;
01/02/2021;Curados;Andalucía;261217;
01/02/2021;Curados;Almería;22598;
01/02/2021;Curados;Cádiz;30745;
01/02/2021;Curados;Córdoba;25123;
01/02/2021;Curados;Granada;45120;
01/02/2021;Curados;Huelva;11691;
01/02/2021;Curados;Jaén;26458;
01/02/2021;Curados;Málaga;40965;
01/02/2021;Curados;Sevilla;58517;
31/01/2021;Confirmados PDIA;Andalucía;404621;
31/01/2021;Confirmados PDIA;Almería;36585;
31/01/2021;Confirmados PDIA;Cádiz;55843;
31/01/2021;Confirmados PDIA;Córdoba;38367;
31/01/2021;Confirmados PDIA;Granada;61929;
31/01/2021;Confirmados PDIA;Huelva;21172;
31/01/2021;Confirmados PDIA;Jaén;36335;
31/01/2021;Confirmados PDIA;Málaga;69052;
31/01/2021;Confirmados PDIA;Sevilla;85338;
31/01/2021;Aumento;Andalucía;7891;
31/01/2021;Aumento;Almería;713;
31/01/2021;Aumento;Cádiz;1293;
31/01/2021;Aumento;Córdoba;456;
31/01/2021;Aumento;Granada;935;
31/01/2021;Aumento;Huelva;447;
31/01/2021;Aumento;Jaén;305;
31/01/2021;Aumento;Málaga;1787;
31/01/2021;Aumento;Sevilla;1955;
31/01/2021;Confirmados PDIA 14 días;Andalucía;79486;
31/01/2021;Confirmados PDIA 14 días;Almería;8568;
31/01/2021;Confirmados PDIA 14 días;Cádiz;12590;
31/01/2021;Confirmados PDIA 14 días;Córdoba;7105;
31/01/2021;Confirmados PDIA 14 días;Granada;8770;
31/01/2021;Confirmados PDIA 14 días;Huelva;5702;
31/01/2021;Confirmados PDIA 14 días;Jaén;5124;
31/01/2021;Confirmados PDIA 14 días;Málaga;16791;
31/01/2021;Confirmados PDIA 14 días;Sevilla;14836;
31/01/2021;Confirmados PDIA 7 días;Andalucía;34499;
31/01/2021;Confirmados PDIA 7 días;Almería;3594;
31/01/2021;Confirmados PDIA 7 días;Cádiz;5518;
31/01/2021;Confirmados PDIA 7 días;Córdoba;2894;
31/01/2021;Confirmados PDIA 7 días;Granada;4109;
31/01/2021;Confirmados PDIA 7 días;Huelva;2536;
31/01/2021;Confirmados PDIA 7 días;Jaén;2159;
31/01/2021;Confirmados PDIA 7 días;Málaga;7105;
31/01/2021;Confirmados PDIA 7 días;Sevilla;6584;
31/01/2021;Total confirmados ;Andalucía;410215;
31/01/2021;Total confirmados ;Almería;36902;
31/01/2021;Total confirmados ;Cádiz;56219;
31/01/2021;Total confirmados ;Córdoba;38826;
31/01/2021;Total confirmados ;Granada;62762;
31/01/2021;Total confirmados ;Huelva;21396;
31/01/2021;Total confirmados ;Jaén;36934;
31/01/2021;Total confirmados ;Málaga;70953;
31/01/2021;Total confirmados ;Sevilla;86223;
31/01/2021;Hospitalizados;Andalucía;29479;
31/01/2021;Hospitalizados;Almería;2155;
31/01/2021;Hospitalizados;Cádiz;2898;
31/01/2021;Hospitalizados;Córdoba;3059;
31/01/2021;Hospitalizados;Granada;4902;
31/01/2021;Hospitalizados;Huelva;1123;
31/01/2021;Hospitalizados;Jaén;3241;
31/01/2021;Hospitalizados;Málaga;5598;
31/01/2021;Hospitalizados;Sevilla;6503;
31/01/2021;Total UCI;Andalucía;2875;
31/01/2021;Total UCI;Almería;321;
31/01/2021;Total UCI;Cádiz;340;
31/01/2021;Total UCI;Córdoba;342;
31/01/2021;Total UCI;Granada;502;
31/01/2021;Total UCI;Huelva;60;
31/01/2021;Total UCI;Jaén;274;
31/01/2021;Total UCI;Málaga;416;
31/01/2021;Total UCI;Sevilla;620;
31/01/2021;Fallecidos;Andalucía;6398;
31/01/2021;Fallecidos;Almería;435;
31/01/2021;Fallecidos;Cádiz;850;
31/01/2021;Fallecidos;Córdoba;657;
31/01/2021;Fallecidos;Granada;1227;
31/01/2021;Fallecidos;Huelva;186;
31/01/2021;Fallecidos;Jaén;720;
31/01/2021;Fallecidos;Málaga;1004;
31/01/2021;Fallecidos;Sevilla;1319;
31/01/2021;Curados;Andalucía;259773;
31/01/2021;Curados;Almería;22559;
31/01/2021;Curados;Cádiz;30665;
31/01/2021;Curados;Córdoba;25013;
31/01/2021;Curados;Granada;45065;
31/01/2021;Curados;Huelva;11393;
31/01/2021;Curados;Jaén;26181;
31/01/2021;Curados;Málaga;40545;
31/01/2021;Curados;Sevilla;58352;
30/01/2021;Confirmados PDIA;Andalucía;396730;
30/01/2021;Confirmados PDIA;Almería;35872;
30/01/2021;Confirmados PDIA;Cádiz;54550;
30/01/2021;Confirmados PDIA;Córdoba;37911;
30/01/2021;Confirmados PDIA;Granada;60994;
30/01/2021;Confirmados PDIA;Huelva;20725;
30/01/2021;Confirmados PDIA;Jaén;36030;
30/01/2021;Confirmados PDIA;Málaga;67265;
30/01/2021;Confirmados PDIA;Sevilla;83383;
30/01/2021;Aumento;Andalucía;7900;
30/01/2021;Aumento;Almería;914;
30/01/2021;Aumento;Cádiz;1702;
30/01/2021;Aumento;Córdoba;615;
30/01/2021;Aumento;Granada;1028;
30/01/2021;Aumento;Huelva;600;
30/01/2021;Aumento;Jaén;495;
30/01/2021;Aumento;Málaga;1347;
30/01/2021;Aumento;Sevilla;1199;
30/01/2021;Confirmados PDIA 14 días;Andalucía;75803;
30/01/2021;Confirmados PDIA 14 días;Almería;8443;
30/01/2021;Confirmados PDIA 14 días;Cádiz;12167;
30/01/2021;Confirmados PDIA 14 días;Córdoba;7005;
30/01/2021;Confirmados PDIA 14 días;Granada;8105;
30/01/2021;Confirmados PDIA 14 días;Huelva;5554;
30/01/2021;Confirmados PDIA 14 días;Jaén;5109;
30/01/2021;Confirmados PDIA 14 días;Málaga;15821;
30/01/2021;Confirmados PDIA 14 días;Sevilla;13599;
30/01/2021;Confirmados PDIA 7 días;Andalucía;31824;
30/01/2021;Confirmados PDIA 7 días;Almería;3427;
30/01/2021;Confirmados PDIA 7 días;Cádiz;5159;
30/01/2021;Confirmados PDIA 7 días;Córdoba;2858;
30/01/2021;Confirmados PDIA 7 días;Granada;3525;
30/01/2021;Confirmados PDIA 7 días;Huelva;2487;
30/01/2021;Confirmados PDIA 7 días;Jaén;2151;
30/01/2021;Confirmados PDIA 7 días;Málaga;6502;
30/01/2021;Confirmados PDIA 7 días;Sevilla;5715;
30/01/2021;Total confirmados ;Andalucía;402319;
30/01/2021;Total confirmados ;Almería;36189;
30/01/2021;Total confirmados ;Cádiz;54927;
30/01/2021;Total confirmados ;Córdoba;38371;
30/01/2021;Total confirmados ;Granada;61827;
30/01/2021;Total confirmados ;Huelva;20947;
30/01/2021;Total confirmados ;Jaén;36629;
30/01/2021;Total confirmados ;Málaga;69167;
